Timestamp,Product,Price,Rating
2025-04-30 22:41:43,N/A,N/A,
2025-04-30 22:42:19,N/A,N/A,
2025-04-30 22:43:03,N/A,499.03,
2025-04-30 22:44:48,N/A,499.03,
2025-04-30 22:48:43,SAMSUNG,499.03,
2025-04-30 22:53:37,"Samsung Galaxy A55 5G (Awesome Navy, 8GB RAM, 128GB Storage) | Metal Frame | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster",28279.0,
